qid227,qid228,qid230,qid231_text,qid232,qid234,qid297,qid297_7_text,qid299_text,qid250_1,qid250_2,qid250_3,qid250_4,qid250_5,qid250_6,qid250_7,qid250_8,qid300_1,qid300_4,qid300_5,qid300_6,qid300_7,qid300_8,qid300_9,qid300_10,qid300_10_text,qid251_1,qid251_2,qid251_3,qid251_4,qid251_5,qid251_6,qid251_7,qid251_8,qid251_9,qid251_9_text,qid235_13,qid235_1,qid235_2,qid235_3,qid235_4,qid235_8,qid235_9,qid235_10,qid235_11,qid235_11_text,qid236_text,qid237_1_1,qid237_1_2,qid237_1_3,qid237_2_1,qid237_2_2,qid237_2_3,qid237_3_1,qid237_3_2,qid237_3_3,qid237_4_1,qid237_4_2,qid237_4_3,qid237_5_1,qid237_5_2,qid237_5_3,qid237_6_1,qid237_6_2,qid237_6_3,qid237_7_1,qid237_7_2,qid237_7_3,qid237_8_1,qid237_8_2,qid237_8_3,qid237_9_1,qid237_9_2,qid237_9_3,qid237_10_1,qid237_10_2,qid237_10_3,qid237_11_1,qid237_11_2,qid237_11_3,qid237_12_1,qid237_12_2,qid237_12_3,qid237_13_1,qid237_13_2,qid237_13_3,qid238_1,qid238_7,qid238_8,qid238_9,qid238_10,qid238_2,qid238_13,qid238_13_text,qid240_1,qid240_2,qid240_3,qid240_4,qid240_5,qid240_7,qid240_8,qid240_9,qid240_10,qid240_26,qid240_11,qid240_12,qid240_28,qid240_13,qid240_14,qid240_15,qid240_16,qid240_17,qid240_20,qid240_21,qid240_22,qid240_23,qid240_24,qid240_25,qid240_29,qid240_18,qid240_18_text,qid241_text,qid243_text,qid244_text,qid245_text,qid247_text,qid248_text,qid249_1,qid249_2,qid249_3,qid252_1,qid252_2,qid252_3,qid252_4,qid252_5,qid252_6,qid252_7,qid252_8,qid252_9,qid252_10,qid252_11,qid252_12,qid305,qid273_1,qid273_2,qid273_3,qid273_4,qid273_5,qid273_6,qid274,qid306,qid302_1,qid302_2,qid302_3,qid302_4,qid275,qid276_text,qid307_text,qid278,qid279_text,qid280_text,qid281_text,qid282_text,qid267_text,qid268_text,qid270_text,qid309_text,qid283_text,qid284_text,qid245_text_32e7cc92_ay4puphdn8fxpartopics,qid245_text_32e7cc92_ay4puphdn8fxtopics,qid245_text_32e7cc92_ay4puphdn8fxtopichierarchy1,qid227_label,qid228_label,qid230_label,qid232_label,qid234_label,qid274_label,qid275_label,qid278_label,qid297_label,qid305_label,qid306_label
1.0,3.0,10.0,2795.0,4.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,-99,,,,,,,,,1.0,Not anything specific. Just what comes from being fat and out of shape,,,1.0,,1.0,1.0,1.0,,,-99,"That everyone is accepted and I can do as much or as little and still be part of everything That just about every time, I learn new things and have now experiences.  Seeing the amazing art, even if I don’t understand it Friends, both old and new",,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,-99,"As a general volunteer I never had issues, so part of my issues as lead might be on me. Not on other things","As a lead, role clarity and clear expectations/ supplies help. As well as having enough time in the lead up to the event to organise everything ",,,,The big annual ones help with being able to organise leave. Working weekends means that many small weekend burns are hard to attend. (Also living outside if the Newcastle- Sydney spaces means more distance to travel for general things),2.0,3.0,4.0,6.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,5.0,1.0,,1.0,1.0,,,2.0,3.0,2.0,2.0,4.0,1.0,4.0,"As a mostly outsider, given a lot is Sydney based, things seem to be working well on a superficial level. With people connecting at burning pubs and the like I am slightly concerned that we may end up with a split in the community if we try and run too many full week burns in the state though. ",-99,4.0,-99,-99,-99,-99,,,,-99,"None of the organisers getting burnt out, with inbuilt succession training organised for teem leads and admin and things. ",Probably but not right now because brain dead,,,,"Yes, I consent",25 - 34,New South Wales,Attended 5+ events,No,It is a very important part of the experience.,Somewhat Disconnected,Not Very Important,,Neutral,No preference / I'd attend either way
1.0,5.0,14.0,5073.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,,,,,,,1.0,,-99,-99,1.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,-99,,,,,,Annual burn. Well spaced apart from other Aussie burns in the calendar. ,6.0,6.0,6.0,7.0,8.0,1.0,1.0,1.0,7.0,7.0,8.0,1.0,1.0,1.0,2.0,7.0,,,,,,1.0,2.0,3.0,,,,,2.0,-99,-99,5.0,-99,-99,-99,-99,600.0,400.0,350.0,250,-99,"Just make something happen, even if it is small. Size or pre-eminence should not be a factor. Size doesn’t matter, face to face seeing people does. ",,,,"Yes, I consent",45 - 54,South Australia,Attended 5+ events,No,It is a very important part of the experience.,Somewhat Connected,Not at all Important,,Not Important,No preference / I'd attend either way
1.0,4.0,16.0,3066.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,1.0,1.0,1.0,,,1.0,,,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,-99,-99,-99,,one big,,,3.0,1.0,8.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,,5.0,,,,,,,3.0,2.0,,,,,2.0,-99,-99,,-99,-99,-99,-99,,,,-99,-99,-99,,,,"Yes, I consent",35 - 44,Victoria,Attended 5+ events,No,"It's a nice feature, but not essential.",Somewhat Connected,,,Neutral,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,10.0,2096.0,4.0,1.0,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,-99,,,,,,,1.0,,,-99,,,1.0,,,,1.0,,,-99,"I rediscovered it as the reincarnation of the 90s techno scene in around Berlin, which I was very active in, after years of absence. The similarity is huge. Community, fun and open people, a big focus on art and adventure, non-commercial aspects are basically the same. Also the musci is sonhigh quality, and diverse. However, now I also value the gifting, creation from everyone and personal growth, hence not only did I find a part of my own self in it, but also new and even better things. Overall I just love the people and if i made smaller mistakes e.g. in communication, they corrected me so I can learn, so it's not just superficial but we look out for each other, if that makes sense.",,1.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"I've done many of them, but I don't think at the burner events.",,,,,,"def let's do one really big one like sewd, the smaller ones like 3rd degree, neo or embers are awesome so hopefully stay, burner pubs I would go more often if I'd live closer to the city, but near the morthern beaches I would go every two weeks. otherwise i can go every month or two months ",3.0,3.0,5.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,1.0,7.0,8.0,8.0,8.0,5.0,1.0,,1.0,1.0,,,2.0,2.0,3.0,1.0,1.0,2.0,2.0,"i feel people in nsw all get along and work together, this is an outsider perspective, but it seems like that with the regional burns",it's almost impossible to know that e.g. burning seed exists and ao we don't draw enough quality newbies,4.0,"I mean I always wanted to go full on and host a party in the CBD on the street with a Soundsystem and everyone is confused, but maybe ignore that. could we buy a site one daY?",-99,-99,drumming circles ,350.0,280.0,250.0,150,"bring a few more peope in to bring the price down, then create a quality event, where people are shockes how good it is and make lots of human connections. the workshop space should be more promoted, I would host one or two if there would be more possibilities, but i didn't even think about it too much ",you're my legends ,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,It is a very important part of the experience.,Somewhat Connected,Not Very Important,,Neutral,To attend a Burn during warmer months without effigy/temple burns
1.0,4.0,10.0,,4.0,2.0,4.0,-99,"Kid town area for families (early nights, early mornings) like in previous years. Obviously, family prices to make it possible to attend with kids. Bathroom access. Shade access etc",1.0,,1.0,,,,,,,1.0,,,,,,,-99,,,,,,,1.0,,,-99,,,1.0,,1.0,,,,,-99,"Building community on shared values, playful fun in a fairly safe environment ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,-99,-99,,,,,Smaller burns or one big annual burn. Big burn is always fun but trying to get everyone together and happy at the same time is a challenge it seems,1.0,2.0,2.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,7.0,7.0,2.0,1.0,,,,,1.0,,4.0,2.0,3.0,2.0,1.0,3.0,4.0,We're all still trying ,There's a lot of butt hurt people that just need to let things go and start fresh. It's a great community and fun time but let's not build our entire identity around it like it's a cult/religion ,6.0,-99,-99,-99,-99,180.0,150.0,75.0,50,Build the community you want in your life. A safe sandbox adventure away from the default world.,"Thanks for always trying. I know it's not been easy. There's been lots of challenges and changes, all while people are growing and moving through their own lives. It speaks volumes that you're still trying. Hopefully the negative people will take a deep breath and calm down or find something else to moan about!",,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,Yes,It's not important to me.,Somewhat Disconnected,Don't Know,"I'm open to it, but haven't yet.",Very Important,To attend a Burn during warmer months without effigy/temple burns
1.0,5.0,10.0,2705.0,4.0,2.0,1.0,-99,"Junior Rangers has kept some involved, but more broadly there needs to be site and policy design that recognises younger participants.",,,,,,,,1.0,,1.0,1.0,,,,,1.0,"Sometimes participation requires a firm hand, like my engagement has often been a result of someone tellng me I should be involved.",,,,,,,1.0,,,-99,,,1.0,1.0,1.0,,,,,-99,"Camping, art, music, meeting people.",1.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,-99,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,-99,I gave up on rangering after having to do training every burn.,,,,Site placement has been a mess every time.,"I think the problem is burning things, but that's an identity crisis waiting to be opened.",4.0,4.0,4.0,1.0,1.0,1.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,1.0,6.0,,1.0,1.0,1.0,,,3.0,3.0,3.0,1.0,5.0,2.0,2.0,It's great to see people are still getting together.,"An ecosystem is an interesting idea, since there are so many talents that could be engaged through smaller projects outside of burns.",6.0,-99,-99,-99,Neil Power's outreach to councils was a good initiative.,400.0,350.0,300.0,150,"Capacity building, creatively inspiring and community-focused.","The local expression of the Burning Man project has been a highlight for me in many ways, so I really appreciate the work done to progress a model that works within a NSW context. Youse are doing your best and I love you.",,,,"Yes, I consent",45 - 54,New South Wales,Attended 5+ events,Yes,"It's a nice feature, but not essential.",Somewhat Connected,Don't Know,"Yes, I have before and/or would again.",Somewhat Unimportant,No preference / I'd attend either way
1.0,5.0,1.0,2620.0,4.0,1.0,,,,,1.0,,,,,,,,,1.0,,1.0,,,,-99,,1.0,,,1.0,,,,,-99,1.0,,1.0,,1.0,1.0,,,1.0,"Presented workshops, DJd","Personal growth, community building, meeting humans, contributing to the creation, self expression. ",,,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,-99,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,,,-99,"I have contemplated putting my hand up to be on the organising board for one of my favourite burns but have heard from friends on the board the people who created the burn are hard to work with, bordering on tyrannical. I think more information sharing at burns on what the boards do - the various roles - in the hope of getting new people involved and fresh faces and ideas. Plus would be a great idea to feature profiles of leads etc to share who they are, their contribution and what the roles are. ",Leadership workshops. ,,,-99,"Annual Burning Seed with an effigy and temple burn - 2,500 ppl.  Annual Third Degree - 300 - 400 ppl with effigy/temple burn.  Annual Embers - 400 to 600 ppl with effigy/temple burns.  Annual Winter Solstice Canberra burn - 100 ppl. With effigy burn.  Monthly burning pubs.  Decompressions - we need more decompressions. ",6.0,6.0,6.0,8.0,8.0,8.0,7.0,6.0,2.0,2.0,7.0,8.0,8.0,8.0,8.0,7.0,1.0,1.0,,1.0,,,2.0,2.0,,,,,1.0,The do it yourself renegade burn organisation was a stellar effort and fantastic outcome. ,More info sharing about board roles and what it takes to organise a burn. More change over on boards. ,5.0,-99,-99,-99,-99,200.0,250.0,180.0,120,Get more people involved in creating the gatherings. ,Keep up the incredible work! Much love to you all. ,,,,"Yes, I consent",45 - 54,Australian Capital Territory,Attended 5+ events,No,It is a very important part of the experience.,Very Connected,Not at all Important,,Not Important,To attend a Burn during warmer months without effigy/temple burns
1.0,5.0,10.0,2283.0,4.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,1.0,,,-99,,,,,,,1.0,,,-99,,1.0,1.0,,1.0,1.0,,,,-99,All of the above Mainly connection consciously in safe spaces,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,-99,,,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,-99,More competent & reliable volunteers A schedule with purchasing tickets Everybody pays -everybody plays -everybody works!!!,More communication for checklists of equipment available. Shared resources and timetabling for community infrastructure support- ,Workload/logistics.  Not enough general support for some tc leads Lots of over productivr old skool tc’s and no support for new tc’s,"Trying to organise time/space in allocated shared venue, workshop times in shared locations need to be seen and adhered to with shared locations: ie, DJs not doing soundchecks while space is being used for workshops ",,"One big annual burn many smaller weekend burner fundraising awareness raising events Ongoing burner village creation space  Invest money into property/infrastructure/land/eco-village sustainable community, more learning opportunities, more grass roots co-creations for gatherings at no cost. Also regular pagan rituals that are not about burning!!!!!",6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,1.0,,1.0,,,,3.0,2.0,1.0,2.0,3.0,1.0,2.0,Burning Pubs other events that draw likeminded peeps together to network,More education around why we burn/ pagan rituals of ancient communal living rites of passage.,4.0,Not really. Nothing accessible until roads get upgraded,-99,-99,-99,400.0,399.0,299.0,150,"More inclusive of actual pagan rituals and rites of passage experiences with education to match. Less drug culture, more family friendly, creating sustainable communities, teaching survival skills, bush art, less tech based, more about connection to country and multiculturalism",Keep Seed Alive We need interstate burns More in other parts of Oz More attempts to reach out to SA to create awareness of burn culture. Regional burn experiences where smaller groups can gather more regularly and one big meeting each year!! ,,Unknown,,"Yes, I consent",45 - 54,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Somewhat Connected,Not Very Important,,Somewhat Unimportant,To attend a Burn during warmer months without effigy/temple burns
1.0,6.0,10.0,2217.0,4.0,1.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,,-99,,,,,,,1.0,,,-99,,,1.0,1.0,1.0,1.0,1.0,,,-99,Art music meeting amazing people self reliance long walks,,1.0,,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,Happy to help at events and a few weeks prior,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,-99,-99,Timetable/shifts completed earlier,,,,2 per year 2000-5000 people ,2.0,2.0,3.0,1.0,2.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,1.0,4.0,1.0,,,1.0,1.0,,2.0,3.0,3.0,2.0,2.0,3.0,2.0,-99,-99,3.0,-99,-99,-99,-99,500.0,350.0,300.0,200,-99,-99,,,,"Yes, I consent",55 - 64,New South Wales,Attended 5+ events,No,It is a very important part of the experience.,Somewhat Connected,Somewhat Important,,Somewhat Important,No preference / I'd attend either way
1.0,5.0,10.0,2170.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,,1.0,1.0,,1.0,1.0,1.0,,,-99,community,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,-99,"training, mentoring, gratitude",having volunteers in right team or position,"finance, recruitment, resources",collaboration is sexy. Takeovers or mashups of themes,,500-1000ppl,2.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,,,,,1.0,,3.0,3.0,3.0,3.0,3.0,3.0,1.0,it's still alive and kicking,live music and performing arts,4.0,-99,-99,-99,-99,500.0,400.0,250.0,200,"build the community, build the burn, build the connections if we are to build the culture to thrive",Does burning seed still need to be in the equation? Time to retire burning seed! The door is open to step out of the shadows of seed and co-create an event and community space untied to the legacy of burning seed.,,Unknown,,"Yes, I consent",45 - 54,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Very Connected,Not Very Important,,Somewhat Important,No preference / I'd attend either way
1.0,4.0,16.0,3132.0,3.0,1.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,1.0,,,1.0,"Quiet camping, dry seating in waiting areas",,,,,1.0,,,,,-99,,,1.0,,,,1.0,,,-99,"Like minded community, fun, self expression, art, novelty",1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,-99,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,-99,,,,,,One big burn event per year with multiple theme camps involved,2.0,2.0,3.0,7.0,2.0,1.0,6.0,2.0,2.0,7.0,6.0,2.0,2.0,6.0,1.0,1.0,,1.0,1.0,,,,3.0,3.0,,,,,2.0,Unsure,Communal website to share like minded events and services from people we trust in the real world.,2.0,No,No,No,Cakepicnic for fundraiser event,450.0,380.0,300.0,200,"More theme camps, more diversity in offerings, more art/technology used again in local communities and at other events","It would be great, same as I suggest in Vic, to support people in building ideas and creating theme camps. I love spaces designed by people with interesting ideas, and the more spaces, the more fun and inclusion and interest. I think lot of people struggle to understand what's involved and where to get started, and I think it's a lot easier than people imagine, especially because people tend to create ""theme camps"" at doofs anyway. I would also love to encourage new people in the community, and for them to understand what the principles are and how to incorporate them.",,,,"Yes, I consent",35 - 44,Victoria,Attended 2-4 events,No,"It's a nice feature, but not essential.",Somewhat Connected,Very Important,,Very Important,No preference / I'd attend either way
1.0,4.0,10.0,2500.0,2.0,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,-99,,,,,,,1.0,,,-99,,,,,1.0,,1.0,,,-99,"Community, inclusivity, general fun and shenanigans, embracing freedom of expression,",,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,-99,"Training, communication (note I've only been to one event so I was clueless/out of the loop but keen to get involved with future events)",,,,,Couple burns a year. Monthly burner pub is a good intermediary. Would be cool to have something (even small) - I assume there are some of us around.,3.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,,,,,1.0,,3.0,3.0,2.0,1.0,2.0,1.0,3.0,no opinion,no opinion,3.0,-99,-99,-99,-99,600.0,500.0,300.0,<150,-99,-99,,,,"Yes, I consent",35 - 44,New South Wales,Attended 1 event,No,"It's a nice feature, but not essential.",Neutral,Somewhat Important,,Not Important,No preference / I'd attend either way
1.0,3.0,1.0,2602.0,4.0,2.0,4.0,-99,Knowledge that Israelis are banned and that that ban is enforced,,,,,,,,,,,,,,,,1.0,Israelis being banned. ,,,,,,,,,1.0,"I don't want to party with war criminals, baby killers, etc in circumstances where that is easily preventable.",,,1.0,1.0,1.0,,1.0,,1.0,Highlighted moral failures... not banning Israelis incoherent paired with an ethos of community care. More than 80% of Israeli Jews agree with the genocide. Ban anyone who fails to condem Israel. And Israelis none of them can be trusted.,"The above and coming to terms with missing out because I am unwilling to risk partying with warcriminals and or baby killers: if the organisation fails to respond meaningfully to the genocidal conditions then it is advertising complicity and willful support. Banning Israelis and speaking out against genocide is required to make the commitment to the Indigenous and Torres Strait Islander communities coherent. People who fail to realise this is a profound and unforgivable moral failure are not realising the gravity, scale or immediacy with which the world order is changing, or that silence is the bar being set for a collective response to the ""communities"" persecution... ",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,I'm not going to be involved with organisations that fail to take meaningful anti genocidal action. Banning Israelis is required to be feminist. Banning Israelis is required to host safe parties. ,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,Highlighting that the organisation needs to realise that radical inclusion doesn't involve warcriminals or genocide supporters. ,Israelis being banned.,,,,,Any number of events that explicitly exclude Israelis.,2.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,,,,,1.0,,1.0,1.0,,,,,5.0,-99,Moral/ethical/political coherence. We can be free proportionally to how much responsibility we take to progress our collective liberation. That requires banning Israelis. If that isn't obvious to you you are a danger to everyone around you.,5.0,-99,-99,-99,-99,500.0,480.0,350.0,Current failures in community safety have nothing to do with the spend.,Organise riot/parties. Undermine the state and democratise the economy...,Ffs ban Israelis! community safety requires it.  Indigenous justice requires it. Gender Equity requires it. If you consider yourself loving: banning Israelis is required. The community isnt prepared to deal with the regular amounts of anomie that shows up. Don't risk partying with babykillers or warcriminals. ,,,,"Yes, I consent",25 - 34,Australian Capital Territory,Attended 5+ events,Yes,"It is an essential, non-negotiable part of the event for me.",Very Disconnected,Not at all Important,"I'm open to it, but haven't yet.",Not Important,To attend a Burn during colder months to ensure effigy/temple burns occur
1.0,4.0,10.0,2093.0,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,-99,1.0,1.0,1.0,,1.0,,1.0,,,-99,"Connecting with community, building new friendships, self expression in a non-judgemental setting, great conversations with diverse, intelligent humans. Getting out into nature and appreciating nature. Great music played by friends, dancing, indulging in mind-opening substances. ",,1.0,,,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,-99,role clarity - duration/committment clarity - no need for lengthy inductions and extra meetings on site - pre-work/ induction on paper or off site zoom.,some hierarchy in who decides what as including all perspectives is not efficient at all times.,"Obtaining time committment from camp members to perform roles. Setting deadlines for events with camp members for prep activities. Financial issues - people giving up working hours for burn event organising/ transport costs and purchasing things from own funds as gifts.   Have observed some interpersonal issues as expected. Distribution of work load can be an issue -it often falls on a key 1-3 people. Occasionally issues with alcohol or drugs in the way of roles/duties or managing others. Some mental health issues among participants have been observed, necessitating removal of people from site or being discouraged from attending future events by the community to encourage self awareness and need for work. ","Yes, at numerous stages or venues we have collaborated on DJ take-overs, bar take-overs for cocktails, and other offerings. This should be a part of all burns - camps collaborating together.",,"Two 3-5 day burns per year - 250-500 people ideal.  Some smaller burner get togethers also would be great in an outdoor space, or the occasional warehouse rave style event.",2.0,3.0,4.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,2.0,2.0,8.0,8.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,2.0,1.0,2.0,1.0,1.0,New and enthusiastic people coming on board with new ideas. A tight yet expanding friendship circle of burners that catch up outside of burns and many private parties and events.,Less emphasis on drinking alcohol and bars at burns. There are a lot of alcohol motivated activities that could be replaced with more engaging pursuits - e.g. interactive acts of creativity. There is a large amount of drug use that can be counterproductive for some people... maybe some more sensitivity or less assumptions/normalising around this could be instilled in the community.,4.0,things are rumbling...too early to say," Julian Lacey and Nicholas Randell (Sunset Town) deal with hiring and installation of sound equipment for DJs, and lighting equipment also.",Not personally but have personal contacts who I assume will complete this survey.,-99,550.0,450.0,300.0,200,To come together cohesively across different burner groups and create one big wild event where we can all connect and express love and joy!,Great survey crew...love your work xox,,Unknown,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,It is a very important part of the experience.,Very Connected,Not Very Important,,Somewhat Unimportant,No preference / I'd attend either way
1.0,3.0,10.0,2217.0,3.0,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,-99,,,,,,,1.0,,,-99,,,1.0,,1.0,1.0,,,,-99,Friends. Art. Experiences that feel as though you're blossoming as a person. Playfulness ,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,1.0,,,,-99,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,1.0,,,-99,"Role clarity, communication",Leadership being trained. ,,,,Many smaller burns! With 500~ people,2.0,3.0,5.0,1.0,1.0,2.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,4.0,,,1.0,1.0,,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,Regular pubs all along the coast,More weekend day events like bush walks,5.0,-99,-99,-99,-99,450.0,350.0,250.0,150,More accesible and easy to get to over a shorter time so less leave from work goes towards burns,-99,,,,"Yes, I consent",25 - 34,New South Wales,Attended 2-4 events,No,It is a very important part of the experience.,Somewhat Connected,Not at all Important,,Somewhat Important,No preference / I'd attend either way
1.0,4.0,10.0,2450.0,4.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,-99,,,,,,,1.0,,,-99,,,,1.0,1.0,,,,,-99,"Community, self-expression, art.",1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,-99,,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,-99,-99,,,,,-99,5.0,5.0,6.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,1.0,,1.0,1.0,,,3.0,3.0,3.0,1.0,1.0,3.0,1.0,-99,-99,5.0,-99,-99,-99,-99,500.0,400.0,300.0,73,"A few smaller 200-400 person, 2-4 day events that are catered specifically for our community and intend to stay at that size. One big 5-7 day event that is based around the capacity of our community, we don't specifically cater to the needs of others but it is so awesome that it grows and grows and attracts people from all over Aus and internationally with BIG art and art cars. A float in the mardis gras. One day, a burn in the desert.",-99,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,"It's a nice feature, but not essential.",Very Connected,Not at all Important,,Not Important,No preference / I'd attend either way
1.0,4.0,10.0,2010.0,4.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,-99,,,,,,,1.0,,,-99,,,1.0,,1.0,,1.0,,,-99,"freedom, welcoming people",,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,-99,-99,,,,,"Missing a ""big"" burn like burning seed used to be in Australia",2.0,3.0,5.0,8.0,8.0,8.0,8.0,7.0,1.0,1.0,1.0,2.0,7.0,8.0,8.0,6.0,,,,,1.0,,2.0,2.0,1.0,2.0,3.0,1.0,2.0,"Small events, community",Big events,3.0,"Unfortunately I don't, but I'd love a more desert-like environment as it would compel people to band together and help one another creating a strong community",-99,-99,-99,500.0,400.0,300.0,200,-99,-99,,,,"Yes, I consent",35 - 44,New South Wales,Attended 5+ events,No,It is a very important part of the experience.,Somewhat Connected,Somewhat Important,,Somewhat Unimportant,To attend a Burn during warmer months without effigy/temple burns
